Name;Beinkette;EE-FG (Basis-KS);;;;;
P3PRRRR6G2P2;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G2P3;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G3P1;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G3P2;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G3P3;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G4P1;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G4P2;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6G4P3;S5PRRRR6;1;1;1;0;0;0
P3PRRRR6V1G1P1;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G1P2;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G1P3;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G2P1;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G2P2;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G2P3;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G3P1;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G3P2;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G3P3;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G4P1;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G4P2;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR6V1G4P3;S5PRRRR6V1;1;1;1;0;0;0
P3PRRRR7G1P1;S5PRRRR7;1;1;1;0;0;0
P3PRRRR7G2P2;S5PRRRR7;1;1;1;0;0;0
P3PRRRR7G3P3;S5PRRRR7;1;1;1;0;0;0
P3PRRRR7G4P1;S5PRRRR7;1;1;1;0;0;0
P3PRRRR7G4P3;S5PRRRR7;1;1;1;0;0;0
P3PRRRR7V1G1P1;S5PRRRR7V1;1;1;1;0;0;0
P3PRRRR7V1G2P2;S5PRRRR7V1;1;1;1;0;0;0
P3PRRRR7V1G3P3;S5PRRRR7V1;1;1;1;0;0;0
P3PRRRR7V1G4P1;S5PRRRR7V1;1;1;1;0;0;0
P3PRRRR7V1G4P3;S5PRRRR7V1;1;1;1;0;0;0
P3PRRRR8G1P2;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G1P3;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G2P1;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G2P3;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G3P1;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G3P2;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8G4P2;S5PRRRR8;1;1;1;0;0;0
P3PRRRR8V1G1P2;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G1P3;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G2P1;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G2P3;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G3P1;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G3P2;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V1G4P2;S5PRRRR8V1;1;1;1;0;0;0
P3PRRRR8V2G1P2;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G1P3;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G2P1;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G2P3;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G3P1;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G3P2;S5PRRRR8V2;1;1;1;0;0;0
P3PRRRR8V2G4P2;S5PRRRR8V2;1;1;1;0;0;0
P3RPP1G1P1;S3RPP1;1;1;0;0;0;1
P3RPR1G1P1;S3RPR1;1;1;0;0;0;1
P3RPRR1G1P1;S4RPRR1;1;1;1;0;0;0
P3RPRR1G2P2;S4RPRR1;1;1;1;0;0;0
P3RPRR1G3P3;S4RPRR1;1;1;1;0;0;0
P3RPRRR12G1P1;S5RPRRR12;1;1;1;0;0;0
P3RPRRR12G2P2;S5RPRRR12;1;1;1;0;0;0
P3RPRRR12G3P3;S5RPRRR12;1;1;1;0;0;0
P3RPRRR12V1G1P1;S5RPRRR12V1;1;1;1;0;0;0
P3RPRRR12V1G2P2;S5RPRRR12V1;1;1;1;0;0;0
P3RPRRR12V1G3P3;S5RPRRR12V1;1;1;1;0;0;0
P3RPRRR14G1P1;S5RPRRR14;1;1;1;0;0;0
P3RPRRR14G2P2;S5RPRRR14;1;1;1;0;0;0
P3RPRRR14G3P3;S5RPRRR14;1;1;1;0;0;0
P3RPRRR2G1P2;S5RPRRR2;1;1;1;0;0;0
P3RPRRR2G1P3;S5RPRRR2;1;1;1;0;0;0
P3RPRRR2G2P1;S5RPRRR2;1;1;1;0;0;0
P3RPRRR2G2P3;S5RPRRR2;1;1;1;0;0;0
P3RPRRR2G3P1;S5RPRRR2;1;1;1;0;0;0
P3RPRRR2G3P2;S5RPRRR2;1;1;1;0;0;0
P3RPRRR4G1P1;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G1P3;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G2P2;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G2P3;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G3P1;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G3P3;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G4P1;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G4P2;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4G4P3;S5RPRRR4;1;1;1;0;0;0
P3RPRRR4V1G1P1;S5RPRRR4V1;1;1;1;0;0;0
P3RPRRR4V1G1P3;S5RPRRR4V1;1;1;1;0;0;0
P3RPRRR4V1G2P2;S5RPRRR4V1;1;1;1;0;0;0
P3RPRRR4V1G2P3;S5RPRRR4V1;1;1;1;0;0;0
P3RPRRR4V1G3P3;S5RPRRR4V1;1;1;1;0;0;0
P3RPRRR5G1P1;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G1P3;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G2P2;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G2P3;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G3P1;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G3P3;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G4P1;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G4P2;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5G4P3;S5RPRRR5;1;1;1;0;0;0
P3RPRRR5V1G1P1;S5RPRRR5V1;1;1;1;0;0;0
P3RPRRR5V1G1P3;S5RPRRR5V1;1;1;1;0;0;0
P3RPRRR5V1G2P2;S5RPRRR5V1;1;1;1;0;0;0
P3RPRRR5V1G2P3;S5RPRRR5V1;1;1;1;0;0;0
P3RPRRR5V1G3P3;S5RPRRR5V1;1;1;1;0;0;0
P3RPRRR6G1P1;S5RPRRR6;1;1;1;0;0;0
P3RPRRR6G2P2;S5RPRRR6;1;1;1;0;0;0
P3RPRRR6G3P3;S5RPRRR6;1;1;1;0;0;0
P3RPRRR6V1G1P1;S5RPRRR6V1;1;1;1;0;0;0
P3RPRRR6V1G2P2;S5RPRRR6V1;1;1;1;0;0;0
P3RPRRR6V1G3P3;S5RPRRR6V1;1;1;1;0;0;0
P3RPRRR7G1P1;S5RPRRR7;1;1;1;0;0;0
P3RPRRR7G2P2;S5RPRRR7;1;1;1;0;0;0
P3RPRRR7G3P3;S5RPRRR7;1;1;1;0;0;0
P3RPRRR7V1G1P1;S5RPRRR7V1;1;1;1;0;0;0
P3RPRRR7V1G2P2;S5RPRRR7V1;1;1;1;0;0;0
P3RPRRR7V1G3P3;S5RPRRR7V1;1;1;1;0;0;0
P3RPRRR8G1P2;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G1P3;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G2P1;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G2P3;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G3P1;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G3P2;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8G4P2;S5RPRRR8;1;1;1;0;0;0
P3RPRRR8V1G1P2;S5RPRRR8V1;1;1;1;0;0;0
P3RPRRR8V1G1P3;S5RPRRR8V1;1;1;1;0;0;0
P3RPRRR8V1G2P3;S5RPRRR8V1;1;1;1;0;0;0
P3RPRRR8V1G3P2;S5RPRRR8V1;1;1;1;0;0;0
P3RPRRR9G1P1;S5RPRRR9;1;1;1;0;0;0
P3RPRRR9G2P2;S5RPRRR9;1;1;1;0;0;0
P3RPRRR9G3P3;S5RPRRR9;1;1;1;0;0;0
P3RPRRR9V1G1P1;S5RPRRR9V1;1;1;1;0;0;0
P3RPRRR9V1G2P2;S5RPRRR9V1;1;1;1;0;0;0
P3RPRRR9V1G3P3;S5RPRRR9V1;1;1;1;0;0;0
P3RRP1G1P1;S3RRP1;1;1;0;0;0;1
P3RRPR1G1P1;S4RRPR1;1;1;1;0;0;0
P3RRPR1G2P2;S4RRPR1;1;1;1;0;0;0
P3RRPR1G3P3;S4RRPR1;1;1;1;0;0;0
P3RRPRR10G1P1;S5RRPRR10;1;1;1;0;0;0
P3RRPRR10G2P2;S5RRPRR10;1;1;1;0;0;0
P3RRPRR10G3P3;S5RRPRR10;1;1;1;0;0;0
P3RRPRR10V1G1P1;S5RRPRR10V1;1;1;1;0;0;0
P3RRPRR10V1G2P2;S5RRPRR10V1;1;1;1;0;0;0
P3RRPRR10V1G3P3;S5RRPRR10V1;1;1;1;0;0;0
P3RRPRR12G1P1;S5RRPRR12;1;1;1;0;0;0
P3RRPRR12G2P2;S5RRPRR12;1;1;1;0;0;0
P3RRPRR12G3P3;S5RRPRR12;1;1;1;0;0;0
P3RRPRR12V1G1P1;S5RRPRR12V1;1;1;1;0;0;0
P3RRPRR12V1G2P2;S5RRPRR12V1;1;1;1;0;0;0
P3RRPRR12V1G3P3;S5RRPRR12V1;1;1;1;0;0;0
P3RRPRR12V2G1P1;S5RRPRR12V2;1;1;1;0;0;0
P3RRPRR12V2G2P2;S5RRPRR12V2;1;1;1;0;0;0
P3RRPRR12V2G3P3;S5RRPRR12V2;1;1;1;0;0;0
P3RRPRR13G1P1;S5RRPRR13;1;1;1;0;0;0
P3RRPRR13G2P2;S5RRPRR13;1;1;1;0;0;0
P3RRPRR13G3P3;S5RRPRR13;1;1;1;0;0;0
P3RRPRR13V1G1P1;S5RRPRR13V1;1;1;1;0;0;0
P3RRPRR13V1G2P2;S5RRPRR13V1;1;1;1;0;0;0
P3RRPRR13V1G3P3;S5RRPRR13V1;1;1;1;0;0;0
P3RRPRR1G2P2;S5RRPRR1;1;1;1;0;0;0
P3RRPRR1V1G2P2;S5RRPRR1V1;1;1;1;0;0;0
P3RRPRR2G1P2;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2G1P3;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2G2P1;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2G2P3;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2G3P1;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2G3P2;S5RRPRR2;1;1;1;0;0;0
P3RRPRR2V1G1P2;S5RRPRR2V1;1;1;1;0;0;0
P3RRPRR2V1G1P3;S5RRPRR2V1;1;1;1;0;0;0
P3RRPRR2V1G2P3;S5RRPRR2V1;1;1;1;0;0;0
P3RRPRR2V1G3P2;S5RRPRR2V1;1;1;1;0;0;0
P3RRPRR3G1P1;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G1P3;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G2P2;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G2P3;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G3P1;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G3P3;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G4P1;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G4P2;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3G4P3;S5RRPRR3;1;1;1;0;0;0
P3RRPRR3V1G1P1;S5RRPRR3V1;1;1;1;0;0;0
P3RRPRR3V1G1P3;S5RRPRR3V1;1;1;1;0;0;0
P3RRPRR3V1G2P2;S5RRPRR3V1;1;1;1;0;0;0
P3RRPRR3V1G2P3;S5RRPRR3V1;1;1;1;0;0;0
P3RRPRR3V1G3P3;S5RRPRR3V1;1;1;1;0;0;0
P3RRPRR4G1P1;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G1P3;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G2P2;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G2P3;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G3P1;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G3P3;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G4P1;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G4P2;S5RRPRR4;1;1;1;0;0;0
P3RRPRR4G4P3;S5RRPRR4;1;1;1;0;0;0
P3RRPRR5G1P1;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G1P3;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G2P2;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G2P3;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G3P1;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G3P3;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G4P1;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G4P2;S5RRPRR5;1;1;1;0;0;0
P3RRPRR5G4P3;S5RRPRR5;1;1;1;0;0;0
P3RRPRR6G4P2;S5RRPRR6;1;1;1;0;0;0
P3RRPRR6G4P3;S5RRPRR6;1;1;1;0;0;0
P3RRPRR7G1P2;S5RRPRR7;1;1;1;0;0;0
P3RRPRR7G1P3;S5RRPRR7;1;1;1;0;0;0
P3RRPRR7G2P3;S5RRPRR7;1;1;1;0;0;0
P3RRPRR7G3P2;S5RRPRR7;1;1;1;0;0;0
P3RRPRR8G1P1;S5RRPRR8;1;1;1;0;0;0
P3RRPRR8G2P2;S5RRPRR8;1;1;1;0;0;0
P3RRPRR8G3P3;S5RRPRR8;1;1;1;0;0;0
P3RRPRR8V1G2P2;S5RRPRR8V1;1;1;1;0;0;0
P3RRPRR8V2G1P1;S5RRPRR8V2;1;1;1;0;0;0
P3RRPRR8V2G2P2;S5RRPRR8V2;1;1;1;0;0;0
P3RRPRR8V2G3P3;S5RRPRR8V2;1;1;1;0;0;0
P3RRR1G1P1;S3RRR1;1;1;0;0;0;1
P3RRRPR12V1G1P1;S5RRRPR12V1;1;1;1;0;0;0
P3RRRPR12V1G2P2;S5RRRPR12V1;1;1;1;0;0;0
P3RRRPR12V1G3P3;S5RRRPR12V1;1;1;1;0;0;0
P3RRRPR1V1G1P2;S5RRRPR1V1;1;1;1;0;0;0
P3RRRPR1V1G1P3;S5RRRPR1V1;1;1;1;0;0;0
P3RRRPR1V1G2P3;S5RRRPR1V1;1;1;1;0;0;0
P3RRRPR1V1G3P2;S5RRRPR1V1;1;1;1;0;0;0
P3RRRPR3V1G1P1;S5RRRPR3V1;1;1;1;0;0;0
P3RRRPR3V1G1P3;S5RRRPR3V1;1;1;1;0;0;0
P3RRRPR3V1G2P2;S5RRRPR3V1;1;1;1;0;0;0
P3RRRPR3V1G2P3;S5RRRPR3V1;1;1;1;0;0;0
P3RRRPR3V1G3P3;S5RRRPR3V1;1;1;1;0;0;0
P3RRRPR4V1G1P2;S5RRRPR4V1;1;1;1;0;0;0
P3RRRPR4V1G1P3;S5RRRPR4V1;1;1;1;0;0;0
P3RRRPR4V1G2P3;S5RRRPR4V1;1;1;1;0;0;0
P3RRRPR4V1G3P2;S5RRRPR4V1;1;1;1;0;0;0
P3RRRPR5V1G1P1;S5RRRPR5V1;1;1;1;0;0;0
P3RRRPR5V1G2P2;S5RRRPR5V1;1;1;1;0;0;0
P3RRRPR5V1G3P3;S5RRRPR5V1;1;1;1;0;0;0
P3RRRPR7V1G1P1;S5RRRPR7V1;1;1;1;0;0;0
P3RRRPR7V1G2P2;S5RRRPR7V1;1;1;1;0;0;0
P3RRRPR7V1G3P3;S5RRRPR7V1;1;1;1;0;0;0
P3RRRPR8V1G1P1;S5RRRPR8V1;1;1;1;0;0;0
P3RRRPR8V1G2P2;S5RRRPR8V1;1;1;1;0;0;0
P3RRRPR8V1G3P3;S5RRRPR8V1;1;1;1;0;0;0
P3RRRRR10G1P1;S5RRRRR10;1;1;1;0;0;0
P3RRRRR10G2P2;S5RRRRR10;1;1;1;0;0;0
P3RRRRR10G3P3;S5RRRRR10;1;1;1;0;0;0
P3RRRRR10V1G1P1;S5RRRRR10V1;1;1;1;0;0;0
P3RRRRR10V1G2P2;S5RRRRR10V1;1;1;1;0;0;0
P3RRRRR10V1G3P3;S5RRRRR10V1;1;1;1;0;0;0
P3RRRRR10V2G1P1;S5RRRRR10V2;1;1;1;0;0;0
P3RRRRR10V2G2P2;S5RRRRR10V2;1;1;1;0;0;0
P3RRRRR10V2G3P3;S5RRRRR10V2;1;1;1;0;0;0
P3RRRRR1G1P1;S5RRRRR1;1;1;1;0;0;0
P3RRRRR1G2P2;S5RRRRR1;1;1;1;0;0;0
P3RRRRR1G3P3;S5RRRRR1;1;1;1;0;0;0
P3RRRRR1V1G1P1;S5RRRRR1V1;1;1;1;0;0;0
P3RRRRR1V1G2P2;S5RRRRR1V1;1;1;1;0;0;0
P3RRRRR1V1G3P3;S5RRRRR1V1;1;1;1;0;0;0
P3RRRRR2G1P1;S5RRRRR2;1;1;1;0;0;0
P3RRRRR2G2P2;S5RRRRR2;1;1;1;0;0;0
P3RRRRR2G3P3;S5RRRRR2;1;1;1;0;0;0
P3RRRRR3G1P1;S5RRRRR3;1;1;1;0;0;0
P3RRRRR3G2P2;S5RRRRR3;1;1;1;0;0;0
P3RRRRR3G3P3;S5RRRRR3;1;1;1;0;0;0
P3RRRRR3V1G1P1;S5RRRRR3V1;1;1;1;0;0;0
P3RRRRR3V1G2P2;S5RRRRR3V1;1;1;1;0;0;0
P3RRRRR3V1G3P3;S5RRRRR3V1;1;1;1;0;0;0
P3RRRRR5G1P1;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G1P3;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G2P2;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G2P3;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G3P1;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G3P3;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G4P1;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G4P2;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5G4P3;S5RRRRR5;1;1;1;0;0;0
P3RRRRR5V1G1P1;S5RRRRR5V1;1;1;1;0;0;0
P3RRRRR5V1G1P3;S5RRRRR5V1;1;1;1;0;0;0
P3RRRRR5V1G2P2;S5RRRRR5V1;1;1;1;0;0;0
P3RRRRR5V1G2P3;S5RRRRR5V1;1;1;1;0;0;0
P3RRRRR6G1P1;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G1P3;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G2P2;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G2P3;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G3P1;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G3P3;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G4P1;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G4P2;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6G4P3;S5RRRRR6;1;1;1;0;0;0
P3RRRRR6V1G1P1;S5RRRRR6V1;1;1;1;0;0;0
P3RRRRR6V1G1P3;S5RRRRR6V1;1;1;1;0;0;0
P3RRRRR6V1G2P2;S5RRRRR6V1;1;1;1;0;0;0
P3RRRRR6V1G2P3;S5RRRRR6V1;1;1;1;0;0;0
P3RRRRR6V1G3P3;S5RRRRR6V1;1;1;1;0;0;0
P3RRRRR7G1P1;S5RRRRR7;1;1;1;0;0;0
P3RRRRR7G2P2;S5RRRRR7;1;1;1;0;0;0
P3RRRRR7G3P3;S5RRRRR7;1;1;1;0;0;0
P3RRRRR7V1G1P1;S5RRRRR7V1;1;1;1;0;0;0
P3RRRRR7V1G2P2;S5RRRRR7V1;1;1;1;0;0;0
P3RRRRR7V1G3P3;S5RRRRR7V1;1;1;1;0;0;0
P3RRRRR7V2G1P1;S5RRRRR7V2;1;1;1;0;0;0
P3RRRRR7V2G2P2;S5RRRRR7V2;1;1;1;0;0;0
P3RRRRR7V2G3P3;S5RRRRR7V2;1;1;1;0;0;0
P3RRRRR8G1P1;S5RRRRR8;1;1;1;0;0;0
P3RRRRR8G2P2;S5RRRRR8;1;1;1;0;0;0
P3RRRRR8G3P3;S5RRRRR8;1;1;1;0;0;0
P3RRRRR8V1G1P1;S5RRRRR8V1;1;1;1;0;0;0
P3RRRRR8V1G2P2;S5RRRRR8V1;1;1;1;0;0;0
P3RRRRR8V1G3P3;S5RRRRR8V1;1;1;1;0;0;0
P3RRRRR8V2G1P1;S5RRRRR8V2;1;1;1;0;0;0
P3RRRRR8V2G2P2;S5RRRRR8V2;1;1;1;0;0;0
P3RRRRR8V2G3P3;S5RRRRR8V2;1;1;1;0;0;0
