Beinkette;Anzahl_Beinketten;G_Methode;P_Methode;Status;Anzahl_Akt
S4PPRP2;3;4;2;1;0
S4PPRP2;3;4;3;1;0
S4PPRP2;3;4;8;1;0
S4PPRP2;3;9;1;1;0
S4PPRP2;3;9;2;1;0
S4PPRP2;3;9;3;1;0
S4PPRP2;3;9;8;1;0
S4PPRP3;3;1;1;1;0
S4PPRP3;3;1;2;1;0
S4PPRP3;3;1;3;1;0
S4PPRP3;3;2;1;1;0
S4PPRP3;3;2;2;1;0
S4PPRP3;3;2;3;1;0
S4PPRP3;3;3;1;1;0
S4PPRP3;3;3;2;1;0
S4PPRP3;3;3;3;1;0
S4PPRP3;3;4;1;1;0
S4PPRP3;3;4;2;1;0
S4PPRP3;3;4;3;1;0
S4PPRR1;3;1;1;1;0
S4PPRR1;3;1;2;1;0
S4PPRR1;3;1;3;1;0
S4PPRR1;3;1;8;1;0
S4PPRR1;3;2;1;1;0
S4PPRR1;3;2;2;1;0
S4PPRR1;3;2;3;1;0
S4PPRR1;3;2;8;1;0
S4PPRR1;3;3;1;1;0
S4PPRR1;3;3;2;1;0
S4PPRR1;3;3;3;1;0
S4PPRR1;3;3;8;1;0
S4PPRR1;3;4;1;1;0
S4PPRR1;3;4;2;1;0
S4PPRR1;3;4;3;1;0
S4PPRR1;3;4;8;1;0
S4PPRR1;3;9;1;1;0
S4PPRR1;3;9;2;1;0
S4PPRR1;3;9;3;1;0
S4PPRR1;3;9;8;1;0
S4PPRR2;3;1;1;1;0
S4PPRR2;3;1;2;1;0
S4PPRR2;3;1;3;1;0
S4PPRR2;3;1;8;1;0
S4PPRR2;3;2;1;1;0
S4PPRR2;3;2;2;1;0
S4PPRR2;3;2;3;1;0
S4PPRR2;3;2;8;1;0
S4PPRR2;3;3;1;1;0
S4PPRR2;3;3;2;1;0
S4PPRR2;3;3;3;1;0
S4PPRR2;3;3;8;1;0
S4PPRR2;3;4;1;1;0
S4PPRR2;3;4;2;1;0
S4PPRR2;3;4;3;1;0
S4PPRR2;3;4;8;1;0
S4PPRR2;3;9;1;1;0
S4PPRR2;3;9;2;1;0
S4PPRR2;3;9;3;1;0
S4PPRR2;3;9;8;1;0
S4PPRR3;3;1;1;1;0
S4PPRR3;3;1;2;1;0
S4PPRR3;3;1;3;1;0
S4PPRR3;3;1;8;1;0
S4PPRR3;3;2;1;1;0
S4PPRR3;3;2;2;1;0
S4PPRR3;3;2;3;1;0
S4PPRR3;3;2;8;1;0
S4PPRR3;3;3;1;1;0
S4PPRR3;3;3;2;1;0
S4PPRR3;3;3;3;1;0
S4PPRR3;3;3;8;1;0
S4PPRR3;3;4;1;1;0
S4PPRR3;3;4;2;1;0
S4PPRR3;3;4;3;1;0
S4PPRR3;3;4;8;1;0
S4PPRR3;3;9;1;1;0
S4PPRR3;3;9;2;1;0
S4PPRR3;3;9;3;1;0
S4PPRR3;3;9;8;1;0
S4PPRR4;3;1;1;1;0
S4PPRR4;3;1;2;1;0
S4PPRR4;3;1;3;1;0
S4PPRR4;3;1;8;1;0
S4PPRR4;3;2;1;1;0
S4PPRR4;3;2;2;1;0
S4PPRR4;3;2;3;1;0
S4PPRR4;3;2;8;1;0
S4PPRR4;3;3;1;1;0
S4PPRR4;3;3;2;1;0
S4PPRR4;3;3;3;1;0
S4PPRR4;3;3;8;1;0
S4PPRR4;3;4;1;1;0
S4PPRR4;3;4;2;1;0
S4PPRR4;3;4;3;1;0
S4PPRR4;3;4;8;1;0
S4PPRR4;3;9;1;1;0
S4PPRR4;3;9;2;1;0
S4PPRR4;3;9;3;1;0
S4PPRR4;3;9;8;1;0
S4PPRR5;3;1;1;1;0
S4PPRR5;3;1;2;1;0
S4PPRR5;3;1;3;1;0
S4PPRR5;3;1;8;1;0
S4PPRR5;3;2;1;1;0
S4PPRR5;3;2;2;1;0
S4PPRR5;3;2;3;1;0
S4PPRR5;3;2;8;1;0
S4PPRR5;3;3;1;1;0
S4PPRR5;3;3;2;1;0
S4PPRR5;3;3;3;1;0
S4PPRR5;3;3;8;1;0
S4PPRR5;3;4;1;1;0
S4PPRR5;3;4;2;1;0
S4PPRR5;3;4;3;1;0
S4PPRR5;3;4;8;1;0
S4PPRR5;3;9;1;1;0
S4PPRR5;3;9;2;1;0
S4PPRR5;3;9;3;1;0
S4PPRR5;3;9;8;1;0
S4PRPP1;3;1;1;1;0
S4PRPP1;3;1;2;1;0
S4PRPP1;3;1;3;1;0
S4PRPP1;3;1;8;1;0
S4PRPP1;3;2;1;1;0
S4PRPP1;3;2;2;1;0
S4PRPP1;3;2;3;1;0
S4PRPP1;3;2;8;1;0
S4PRPP1;3;3;1;1;0
S4PRPP1;3;3;2;1;0
S4PRPP1;3;3;3;1;0
S4PRPP1;3;3;8;1;0
S4PRPP1;3;4;1;1;0
S4PRPP1;3;4;2;1;0
S4PRPP1;3;4;3;1;0
S4PRPP1;3;4;8;1;0
S4PRPP1;3;9;1;1;0
S4PRPP1;3;9;2;1;0
S4PRPP1;3;9;3;1;0
S4PRPP1;3;9;8;1;0
S4PRPP2;3;1;1;1;0
S4PRPP2;3;1;2;1;0
S4PRPP2;3;1;3;1;0
S4PRPP2;3;1;8;1;0
S4PRPP2;3;2;1;1;0
S4PRPP2;3;2;2;1;0
S4PRPP2;3;2;3;1;0
S4PRPP2;3;2;8;1;0
S4PRPP2;3;3;1;1;0
S4PRPP2;3;3;2;1;0
S4PRPP2;3;3;3;1;0
S4PRPP2;3;3;8;1;0
S4PRPP2;3;4;1;1;0
S4PRPP2;3;4;2;1;0
S4PRPP2;3;4;3;1;0
S4PRPP2;3;4;8;1;0
S4PRPP2;3;9;1;1;0
S4PRPP2;3;9;2;1;0
S4PRPP2;3;9;3;1;0
S4PRPP2;3;9;8;1;0
S4PRPP3;3;1;1;1;0
S4PRPP3;3;1;2;1;0
S4PRPP3;3;1;3;1;0
S4PRPP3;3;2;1;1;0
S4PRPP3;3;2;2;1;0
S4PRPP3;3;2;3;1;0
S4PRPP3;3;3;1;1;0
S4PRPP3;3;3;2;1;0
S4PRPP3;3;3;3;1;0
S4PRPP3;3;4;1;1;0
S4PRPP3;3;4;2;1;0
S4PRPP3;3;4;3;1;0
S4PRPR1;3;1;1;1;0
S4PRPR1;3;1;2;1;0
S4PRPR1;3;1;3;1;0
S4PRPR1;3;1;8;1;0
S4PRPR1;3;2;1;1;0
S4PRPR1;3;2;2;1;0
S4PRPR1;3;2;3;1;0
S4PRPR1;3;2;8;1;0
S4PRPR1;3;3;1;1;0
S4PRPR1;3;3;2;1;0
S4PRPR1;3;3;3;1;0
S4PRPR1;3;3;8;1;0
S4PRPR1;3;4;1;1;0
S4PRPR1;3;4;2;1;0
S4PRPR1;3;4;3;1;0
S4PRPR1;3;4;8;1;0
S4PRPR1;3;9;1;1;0
S4PRPR1;3;9;2;1;0
S4PRPR1;3;9;3;1;0
S4PRPR1;3;9;8;1;0
S4PRPR2;3;1;1;1;0
S4PRPR2;3;1;2;1;0
S4PRPR2;3;1;3;1;0
S4PRPR2;3;1;8;1;0
S4PRPR2;3;2;1;1;0
S4PRPR2;3;2;2;1;0
S4PRPR2;3;2;3;1;0
S4PRPR2;3;2;8;1;0
S4PRPR2;3;3;1;1;0
S4PRPR2;3;3;2;1;0
S4PRPR2;3;3;3;1;0
S4PRPR2;3;3;8;1;0
S4PRPR2;3;4;1;1;0
S4PRPR2;3;4;2;1;0
S4PRPR2;3;4;3;1;0
S4PRPR2;3;4;8;1;0
S4PRPR2;3;9;1;1;0
S4PRPR2;3;9;2;1;0
S4PRPR2;3;9;3;1;0
S4PRPR2;3;9;8;1;0
S4PRPR3;3;1;1;1;0
S4PRPR3;3;1;2;1;0
S4PRPR3;3;1;3;1;0
S4PRPR3;3;1;8;1;0
S4PRPR3;3;2;1;1;0
S4PRPR3;3;2;2;1;0
S4PRPR3;3;2;3;1;0
S4PRPR3;3;2;8;1;0
S4PRPR3;3;3;1;1;0
S4PRPR3;3;3;2;1;0
S4PRPR3;3;3;3;1;0
S4PRPR3;3;3;8;1;0
S4PRPR3;3;4;1;1;0
S4PRPR3;3;4;2;1;0
S4PRPR3;3;4;3;1;0
S4PRPR3;3;4;8;1;0
S4PRPR3;3;9;1;1;0
S4PRPR3;3;9;2;1;0
S4PRPR3;3;9;3;1;0
S4PRPR3;3;9;8;1;0
S4PRPR4;3;1;1;1;0
S4PRPR4;3;1;2;1;0
S4PRPR4;3;1;3;1;0
S4PRPR4;3;1;8;1;0
S4PRPR4;3;2;1;1;0
S4PRPR4;3;2;2;1;0
S4PRPR4;3;2;3;1;0
S4PRPR4;3;2;8;1;0
S4PRPR4;3;3;1;1;0
S4PRPR4;3;3;2;1;0
S4PRPR4;3;3;3;1;0
S4PRPR4;3;3;8;1;0
S4PRPR4;3;4;1;1;0
S4PRPR4;3;4;2;1;0
S4PRPR4;3;4;3;1;0
S4PRPR4;3;4;8;1;0
S4PRPR4;3;9;1;1;0
S4PRPR4;3;9;2;1;0
S4PRPR4;3;9;3;1;0
S4PRPR4;3;9;8;1;0
S4PRPR5;3;1;1;1;0
S4PRPR5;3;1;2;1;0
S4PRPR5;3;1;3;1;0
S4PRPR5;3;1;8;1;0
S4PRPR5;3;2;1;1;0
S4PRPR5;3;2;2;1;0
S4PRPR5;3;2;3;1;0
S4PRPR5;3;2;8;1;0
S4PRPR5;3;3;1;1;0
S4PRPR5;3;3;2;1;0
S4PRPR5;3;3;3;1;0
S4PRPR5;3;3;8;1;0
S4PRPR5;3;4;1;1;0
S4PRPR5;3;4;2;1;0
S4PRPR5;3;4;3;1;0
S4PRPR5;3;4;8;1;0
S4PRPR5;3;9;1;1;0
S4PRPR5;3;9;2;1;0
S4PRPR5;3;9;3;1;0
S4PRPR5;3;9;8;1;0
S4PRPR6;3;1;1;1;0
S4PRPR6;3;1;2;1;0
S4PRPR6;3;1;3;1;0
S4PRPR6;3;1;8;1;0
S4PRPR6;3;2;1;1;0
S4PRPR6;3;2;2;1;0
S4PRPR6;3;2;3;1;0
S4PRPR6;3;2;8;1;0
S4PRPR6;3;3;1;1;0
S4PRPR6;3;3;2;1;0
S4PRPR6;3;3;3;1;0
S4PRPR6;3;3;8;1;0
S4PRPR6;3;4;1;1;0
S4PRPR6;3;4;2;1;0
S4PRPR6;3;4;3;1;0
S4PRPR6;3;4;8;1;0
S4PRPR6;3;9;1;1;0
S4PRPR6;3;9;2;1;0
S4PRPR6;3;9;3;1;0
S4PRPR6;3;9;8;1;0
S4PRPR7;3;1;1;1;0
S4PRPR7;3;1;2;1;0
S4PRPR7;3;1;3;1;0
S4PRPR7;3;1;8;1;0
S4PRPR7;3;2;1;1;0
S4PRPR7;3;2;2;1;0
S4PRPR7;3;2;3;1;0
S4PRPR7;3;2;8;1;0
S4PRPR7;3;3;1;1;0
S4PRPR7;3;3;2;1;0
S4PRPR7;3;3;3;1;0
S4PRPR7;3;3;8;1;0
S4PRPR7;3;4;1;1;0
S4PRPR7;3;4;2;1;0
S4PRPR7;3;4;3;1;0
S4PRPR7;3;4;8;1;0
S4PRPR7;3;9;1;1;0
S4PRPR7;3;9;2;1;0
S4PRPR7;3;9;3;1;0
S4PRPR7;3;9;8;1;0
S4PRRP1;3;1;1;1;0
S4PRRP1;3;1;2;1;0
S4PRRP1;3;1;3;1;0
S4PRRP1;3;1;8;1;0
S4PRRP1;3;2;1;1;0
S4PRRP1;3;2;2;1;0
S4PRRP1;3;2;3;1;0
S4PRRP1;3;2;8;1;0
S4PRRP1;3;3;1;1;0
S4PRRP1;3;3;2;1;0
S4PRRP1;3;3;3;1;0
S4PRRP1;3;3;8;1;0
S4PRRP1;3;4;1;1;0
S4PRRP1;3;4;2;1;0
S4PRRP1;3;4;3;1;0
S4PRRP1;3;4;8;1;0
S4PRRP1;3;9;1;1;0
S4PRRP1;3;9;2;1;0
S4PRRP1;3;9;3;1;0
S4PRRP1;3;9;8;1;0
S4PRRP2;3;1;1;1;0
S4PRRP2;3;1;2;1;0
S4PRRP2;3;1;3;1;0
S4PRRP2;3;2;1;1;0
S4PRRP2;3;2;2;1;0
S4PRRP2;3;2;3;1;0
S4PRRP2;3;3;1;1;0
S4PRRP2;3;3;2;1;0
S4PRRP2;3;3;3;1;0
S4PRRP2;3;4;1;1;0
S4PRRP2;3;4;2;1;0
S4PRRP2;3;4;3;1;0
S4PRRP3;3;1;1;1;0
S4PRRP3;3;1;2;1;0
S4PRRP3;3;1;3;1;0
S4PRRP3;3;1;8;1;0
S4PRRP3;3;2;1;1;0
S4PRRP3;3;2;2;1;0
S4PRRP3;3;2;3;1;0
S4PRRP3;3;2;8;1;0
S4PRRP3;3;3;1;1;0
S4PRRP3;3;3;2;1;0
S4PRRP3;3;3;3;1;0
S4PRRP3;3;3;8;1;0
S4PRRP3;3;4;1;1;0
S4PRRP3;3;4;2;1;0
S4PRRP3;3;4;3;1;0
S4PRRP3;3;4;8;1;0
S4PRRP3;3;9;1;1;0
S4PRRP3;3;9;2;1;0
S4PRRP3;3;9;3;1;0
S4PRRP3;3;9;8;1;0
S4PRRP4;3;1;1;1;0
S4PRRP4;3;1;2;1;0
S4PRRP4;3;1;3;1;0
S4PRRP4;3;1;8;1;0
S4PRRP4;3;2;1;1;0
S4PRRP4;3;2;2;1;0
S4PRRP4;3;2;3;1;0
S4PRRP4;3;2;8;1;0
S4PRRP4;3;3;1;1;0
S4PRRP4;3;3;2;1;0
S4PRRP4;3;3;3;1;0
S4PRRP4;3;3;8;1;0
S4PRRP4;3;4;1;1;0
S4PRRP4;3;4;2;1;0
S4PRRP4;3;4;3;1;0
S4PRRP4;3;4;8;1;0
S4PRRP4;3;9;1;1;0
S4PRRP4;3;9;2;1;0
S4PRRP4;3;9;3;1;0
S4PRRP4;3;9;8;1;0
S4PRRP5;3;1;1;1;0
S4PRRP5;3;1;2;1;0
S4PRRP5;3;1;3;1;0
S4PRRP5;3;1;8;1;0
S4PRRP5;3;2;1;1;0
S4PRRP5;3;2;2;1;0
S4PRRP5;3;2;3;1;0
S4PRRP5;3;2;8;1;0
S4PRRP5;3;3;1;1;0
S4PRRP5;3;3;2;1;0
S4PRRP5;3;3;3;1;0
S4PRRP5;3;3;8;1;0
S4PRRP5;3;4;1;1;0
S4PRRP5;3;4;2;1;0
S4PRRP5;3;4;3;1;0
S4PRRP5;3;4;8;1;0
S4PRRP5;3;9;1;1;0
S4PRRP5;3;9;2;1;0
S4PRRP5;3;9;3;1;0
S4PRRP5;3;9;8;1;0
S4PRRP6;3;1;1;1;0
S4PRRP6;3;1;2;1;0
S4PRRP6;3;1;3;1;0
S4PRRP6;3;1;8;1;0
S4PRRP6;3;2;1;1;0
S4PRRP6;3;2;2;1;0
S4PRRP6;3;2;3;1;0
S4PRRP6;3;2;8;1;0
S4PRRP6;3;3;1;1;0
S4PRRP6;3;3;2;1;0
S4PRRP6;3;3;3;1;0
S4PRRP6;3;3;8;1;0
S4PRRP6;3;4;1;1;0
S4PRRP6;3;4;2;1;0
S4PRRP6;3;4;3;1;0
S4PRRP6;3;4;8;1;0
S4PRRP6;3;9;1;1;0
S4PRRP6;3;9;2;1;0
S4PRRP6;3;9;3;1;0
S4PRRP6;3;9;8;1;0
S4PRRR1;3;1;1;0;0
S4PRRR1;3;1;2;3;0
S4PRRR1;3;1;3;3;0
S4PRRR1;3;1;8;3;0
S4PRRR1;3;2;1;2;0
S4PRRR1;3;2;2;0;0
S4PRRR1;3;2;3;3;0
S4PRRR1;3;2;8;3;0
S4PRRR1;3;3;1;2;0
S4PRRR1;3;3;2;3;0
S4PRRR1;3;3;3;0;0
S4PRRR1;3;3;8;3;0
S4PRRR1;3;4;1;2;0
S4PRRR1;3;4;2;2;0
S4PRRR1;3;4;3;2;0
S4PRRR1;3;4;8;2;0
S4PRRR1;3;9;1;2;0
S4PRRR1;3;9;2;3;0
S4PRRR1;3;9;3;3;0
S4PRRR1;3;9;8;3;0
S4PRRR2;3;1;1;3;0
S4PRRR2;3;1;2;2;0
S4PRRR2;3;1;3;2;0
S4PRRR2;3;2;1;2;0
S4PRRR2;3;2;2;3;0
S4PRRR2;3;2;3;2;0
S4PRRR2;3;3;1;2;0
S4PRRR2;3;3;2;2;0
S4PRRR2;3;3;3;3;0
S4PRRR2;3;4;1;2;0
S4PRRR2;3;4;2;2;0
S4PRRR2;3;4;3;2;0
S4PRRR3;3;1;1;3;0
S4PRRR3;3;1;2;3;0
S4PRRR3;3;1;3;3;0
S4PRRR3;3;1;8;3;0
S4PRRR3;3;2;1;2;0
S4PRRR3;3;2;2;3;0
S4PRRR3;3;2;3;3;0
S4PRRR3;3;2;8;3;0
S4PRRR3;3;3;1;2;0
S4PRRR3;3;3;2;3;0
S4PRRR3;3;3;3;3;0
S4PRRR3;3;3;8;3;0
S4PRRR3;3;4;1;2;0
S4PRRR3;3;4;2;2;0
S4PRRR3;3;4;3;2;0
S4PRRR3;3;4;8;2;0
S4PRRR3;3;9;1;2;0
S4PRRR3;3;9;2;3;0
S4PRRR3;3;9;3;3;0
S4PRRR3;3;9;8;3;0
S4PRRR4;3;1;1;3;0
S4PRRR4;3;1;2;3;0
S4PRRR4;3;1;3;3;0
S4PRRR4;3;1;8;3;0
S4PRRR4;3;2;1;2;0
S4PRRR4;3;2;2;3;0
S4PRRR4;3;2;3;3;0
S4PRRR4;3;2;8;3;0
S4PRRR4;3;3;1;2;0
S4PRRR4;3;3;2;3;0
S4PRRR4;3;3;3;3;0
S4PRRR4;3;3;8;3;0
S4PRRR4;3;4;1;2;0
S4PRRR4;3;4;2;2;0
S4PRRR4;3;4;3;2;0
S4PRRR4;3;4;8;2;0
S4PRRR4;3;9;1;2;0
S4PRRR4;3;9;2;3;0
S4PRRR4;3;9;3;3;0
S4PRRR4;3;9;8;3;0
S4PRRR5;3;1;1;3;0
S4PRRR5;3;1;2;3;0
S4PRRR5;3;1;3;3;0
S4PRRR5;3;1;8;3;0
S4PRRR5;3;2;1;3;0
S4PRRR5;3;2;2;3;0
S4PRRR5;3;2;3;3;0
S4PRRR5;3;2;8;3;0
S4PRRR5;3;3;1;3;0
S4PRRR5;3;3;2;3;0
S4PRRR5;3;3;3;3;0
S4PRRR5;3;3;8;3;0
S4PRRR5;3;4;1;3;0
S4PRRR5;3;4;2;3;0
S4PRRR5;3;4;3;3;0
S4PRRR5;3;4;8;3;0
S4PRRR5;3;9;1;3;0
S4PRRR5;3;9;2;3;0
S4PRRR5;3;9;3;3;0
S4PRRR5;3;9;8;3;0
S4PRRR6;3;1;1;3;0
S4PRRR6;3;1;2;3;0
S4PRRR6;3;1;3;3;0
S4PRRR6;3;1;8;3;0
S4PRRR6;3;2;1;3;0
S4PRRR6;3;2;2;3;0
S4PRRR6;3;2;3;3;0
S4PRRR6;3;2;8;3;0
S4PRRR6;3;3;1;3;0
S4PRRR6;3;3;2;3;0
S4PRRR6;3;3;3;3;0
S4PRRR6;3;3;8;3;0
S4PRRR6;3;4;1;3;0
S4PRRR6;3;4;2;3;0
S4PRRR6;3;4;3;3;0
S4PRRR6;3;4;8;3;0
S4PRRR6;3;9;1;3;0
S4PRRR6;3;9;2;3;0
S4PRRR6;3;9;3;3;0
S4PRRR6;3;9;8;3;0
S4PRRR7;3;1;1;3;0
S4PRRR7;3;1;2;3;0
S4PRRR7;3;1;3;3;0
S4PRRR7;3;1;8;3;0
S4PRRR7;3;2;1;3;0
S4PRRR7;3;2;2;3;0
S4PRRR7;3;2;3;3;0
S4PRRR7;3;2;8;3;0
S4PRRR7;3;3;1;3;0
S4PRRR7;3;3;2;3;0
S4PRRR7;3;3;3;3;0
S4PRRR7;3;3;8;3;0
S4PRRR7;3;4;1;3;0
S4PRRR7;3;4;2;3;0
S4PRRR7;3;4;3;3;0
S4PRRR7;3;4;8;3;0
S4PRRR7;3;9;1;3;0
S4PRRR7;3;9;2;3;0
S4PRRR7;3;9;3;3;0
S4PRRR7;3;9;8;3;0
S4RPPP1;3;1;1;1;0
S4RPPP1;3;1;2;1;0
S4RPPP1;3;1;3;1;0
S4RPPP1;3;1;8;1;0
S4RPPP1;3;2;1;1;0
S4RPPP1;3;2;2;1;0
S4RPPP1;3;2;3;1;0
S4RPPP1;3;2;8;1;0
S4RPPP1;3;3;1;1;0
S4RPPP1;3;3;2;1;0
S4RPPP1;3;3;3;1;0
S4RPPP1;3;3;8;1;0
S4RPPP1;3;4;1;1;0
S4RPPP1;3;4;2;1;0
S4RPPP1;3;4;3;1;0
S4RPPP1;3;4;8;1;0
S4RPPP1;3;9;1;1;0
S4RPPP1;3;9;2;1;0
S4RPPP1;3;9;3;1;0
S4RPPP1;3;9;8;1;0
S4RPPR1;3;1;1;1;0
S4RPPR1;3;1;2;1;0
S4RPPR1;3;1;3;1;0
S4RPPR1;3;1;8;1;0
S4RPPR1;3;2;1;1;0
S4RPPR1;3;2;2;1;0
S4RPPR1;3;2;3;1;0
S4RPPR1;3;2;8;1;0
S4RPPR1;3;3;1;1;0
S4RPPR1;3;3;2;1;0
S4RPPR1;3;3;3;1;0
S4RPPR1;3;3;8;1;0
S4RPPR1;3;4;1;1;0
S4RPPR1;3;4;2;1;0
S4RPPR1;3;4;3;1;0
S4RPPR1;3;4;8;1;0
S4RPPR1;3;9;1;1;0
S4RPPR1;3;9;2;1;0
S4RPPR1;3;9;3;1;0
S4RPPR1;3;9;8;1;0
S4RPPR2;3;1;1;1;0
S4RPPR2;3;1;2;1;0
S4RPPR2;3;1;3;1;0
S4RPPR2;3;1;8;1;0
S4RPPR2;3;2;1;1;0
S4RPPR2;3;2;2;1;0
S4RPPR2;3;2;3;1;0
S4RPPR2;3;2;8;1;0
S4RPPR2;3;3;1;1;0
S4RPPR2;3;3;2;1;0
S4RPPR2;3;3;3;1;0
S4RPPR2;3;3;8;1;0
S4RPPR2;3;4;1;1;0
S4RPPR2;3;4;2;1;0
S4RPPR2;3;4;3;1;0
S4RPPR2;3;4;8;1;0
S4RPPR2;3;9;1;1;0
S4RPPR2;3;9;2;1;0
S4RPPR2;3;9;3;1;0
S4RPPR2;3;9;8;1;0
S4RPPR3;3;1;1;1;0
S4RPPR3;3;1;2;1;0
S4RPPR3;3;1;3;1;0
S4RPPR3;3;1;8;1;0
S4RPPR3;3;2;1;1;0
S4RPPR3;3;2;2;1;0
S4RPPR3;3;2;3;1;0
S4RPPR3;3;2;8;1;0
S4RPPR3;3;3;1;1;0
S4RPPR3;3;3;2;1;0
S4RPPR3;3;3;3;1;0
S4RPPR3;3;3;8;1;0
S4RPPR3;3;4;1;1;0
S4RPPR3;3;4;2;1;0
S4RPPR3;3;4;3;1;0
S4RPPR3;3;4;8;1;0
S4RPPR3;3;9;1;1;0
S4RPPR3;3;9;2;1;0
S4RPPR3;3;9;3;1;0
S4RPPR3;3;9;8;1;0
S4RPPR4;3;1;1;1;0
S4RPPR4;3;1;2;1;0
S4RPPR4;3;1;3;1;0
S4RPPR4;3;1;8;1;0
S4RPPR4;3;2;1;1;0
S4RPPR4;3;2;2;1;0
S4RPPR4;3;2;3;1;0
S4RPPR4;3;2;8;1;0
S4RPPR4;3;3;1;1;0
S4RPPR4;3;3;2;1;0
S4RPPR4;3;3;3;1;0
S4RPPR4;3;3;8;1;0
S4RPPR4;3;4;1;1;0
S4RPPR4;3;4;2;1;0
S4RPPR4;3;4;3;1;0
S4RPPR4;3;4;8;1;0
S4RPPR4;3;9;1;1;0
S4RPPR4;3;9;2;1;0
S4RPPR4;3;9;3;1;0
S4RPPR4;3;9;8;1;0
S4RPPR5;3;1;1;1;0
S4RPPR5;3;1;2;1;0
S4RPPR5;3;1;3;1;0
S4RPPR5;3;1;8;1;0
S4RPPR5;3;2;1;1;0
S4RPPR5;3;2;2;1;0
