Name;Beinkette;EE-FG (Basis-KS);;;;;
P6RRPRRR14G6P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G6P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G6P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G7P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P1;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P2;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P3;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P4;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P5;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14G8P6;S6RRPRRR14;1;1;1;1;1;1
P6RRPRRR14V2G1P1;S6RRPRRR14V2;1;1;1;1;1;1
P6RRPRRR14V2G1P4;S6RRPRRR14V2;1;1;1;1;1;1
P6RRPRRR14V2G8P1;S6RRPRRR14V2;1;1;1;1;1;1
P6RRPRRR14V2G8P4;S6RRPRRR14V2;1;1;1;1;1;1
P6RRPRRR14V3G1P1;S6RRPRRR14V3;1;1;1;1;1;1
P6RRPRRR14V3G1P4;S6RRPRRR14V3;1;1;1;1;1;1
P6RRPRRR14V3G8P1;S6RRPRRR14V3;1;1;1;1;1;1
P6RRPRRR14V3G8P4;S6RRPRRR14V3;1;1;1;1;1;1
P6RRPRRR1G1P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G1P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G1P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G1P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G1P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G1P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G2P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G2P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G2P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G2P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G3P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G3P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G3P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G3P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G4P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G5P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G6P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G6P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G6P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G6P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G7P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G7P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G7P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G7P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P1;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P2;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P3;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P4;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P5;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR1G8P6;S6RRPRRR1;1;1;1;1;1;1
P6RRPRRR2G1P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G1P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G1P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G1P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G1P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G1P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G2P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G2P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G2P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G2P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G3P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G3P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G3P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G3P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G4P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G5P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G6P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G6P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G6P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G6P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G7P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G7P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G7P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G7P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P1;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P2;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P3;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P4;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P5;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR2G8P6;S6RRPRRR2;1;1;1;1;1;1
P6RRPRRR4G1P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G1P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G1P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G1P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G1P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G1P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G2P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G3P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G4P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G5P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G6P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G7P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P1;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P2;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P3;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P4;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P5;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR4G8P6;S6RRPRRR4;1;1;1;1;1;1
P6RRPRRR5G1P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G1P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G1P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G1P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G1P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G1P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G2P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G3P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G4P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G5P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G6P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G7P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P1;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P2;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P3;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P4;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P5;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR5G8P6;S6RRPRRR5;1;1;1;1;1;1
P6RRPRRR7G1P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G1P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G1P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G1P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G1P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G1P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G2P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G2P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G2P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G2P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G3P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G3P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G3P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G3P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G4P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G5P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G5P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G5P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G5P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G6P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G6P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G6P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G6P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G7P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G7P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G7P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G7P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P1;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P2;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P3;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P4;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P5;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR7G8P6;S6RRPRRR7;1;1;1;1;1;1
P6RRPRRR8G1P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G1P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G1P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G1P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G1P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G1P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G2P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G2P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G2P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G2P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G3P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G3P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G3P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G3P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G4P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G5P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G6P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G6P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G6P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G6P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G7P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G7P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G7P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G7P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P1;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P2;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P3;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P4;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P5;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR8G8P6;S6RRPRRR8;1;1;1;1;1;1
P6RRPRRR9G1P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G1P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G1P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G1P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G1P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G1P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G2P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G3P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G4P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G5P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G6P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G7P6;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P1;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P2;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P3;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P4;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P5;S6RRPRRR9;1;1;1;1;1;1
P6RRPRRR9G8P6;S6RRPRRR9;1;1;1;1;1;1
P6RRRPRR11G1P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G1P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G1P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G1P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G1P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G1P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G2P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G3P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G4P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G5P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G6P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G7P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P1;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P2;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P3;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P4;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P5;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR11G8P6;S6RRRPRR11;1;1;1;1;1;1
P6RRRPRR12G1P1;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G1P2;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G1P3;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G1P4;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G1P5;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G1P6;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P1;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P2;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P3;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P4;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P5;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G2P6;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G3P1;S6RRRPRR12;1;1;1;1;1;1
P6RRRPRR12G3P2;S6RRRPRR12;1;1;1;1;1;1
