Name;Beinkette;EE-FG (Basis-KS);;;;;
P6PRRRRR4G2P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G3P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G4P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G5P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G6P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G7P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P1;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P2;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P3;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P4;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P5;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR4G8P6;S6PRRRRR4;1;1;1;1;1;1
P6PRRRRR5G1P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G1P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G1P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G1P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G1P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G1P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G2P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G3P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G4P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G5P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G6P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G7P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P1;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P2;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P3;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P4;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P5;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR5G8P6;S6PRRRRR5;1;1;1;1;1;1
P6PRRRRR6G1P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G1P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G1P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G1P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G1P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G1P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G2P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G3P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G4P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G5P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G6P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G7P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P1;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P2;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P3;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P4;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P5;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6G8P6;S6PRRRRR6;1;1;1;1;1;1
P6PRRRRR6V2G1P1;S6PRRRRR6V2;1;1;1;1;1;1
P6PRRRRR6V2G1P4;S6PRRRRR6V2;1;1;1;1;1;1
P6PRRRRR6V2G8P1;S6PRRRRR6V2;1;1;1;1;1;1
P6PRRRRR6V2G8P4;S6PRRRRR6V2;1;1;1;1;1;1
P6RPRRRR10G1P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G1P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G1P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G1P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G1P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G1P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G2P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G3P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G4P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G5P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G6P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G7P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P1;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P2;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P3;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P4;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P5;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR10G8P6;S6RPRRRR10;1;1;1;1;1;1
P6RPRRRR11G1P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G1P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G1P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G1P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G1P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G1P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G2P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G3P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G4P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G5P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G6P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G7P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P1;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P2;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P3;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P4;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P5;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR11G8P6;S6RPRRRR11;1;1;1;1;1;1
P6RPRRRR12G1P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G1P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G1P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G1P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G1P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G1P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G2P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G3P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G4P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G5P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P2;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P3;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P4;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P5;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G6P6;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G7P1;S6RPRRRR12;1;1;1;1;1;1
P6RPRRRR12G7P2;S6RPRRRR12;1;1;1;1;1;1
